curr_id,contract,sex,car,income,credit,income_type,education,family_status,house,start_day,organization
104999,Revolving loans,M,Y,225000,585000,Working,Secondary / secondary special,Single / not married,House / apartment,TUESDAY,Other
105000,Cash loans,M,N,225000,539100,Working,Higher education,Married,House / apartment,TUESDAY,Trade: type 2
105001,Cash loans,F,N,72000,343800,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Business Entity Type 3
105002,Revolving loans,M,Y,148500,180000,Working,Secondary / secondary special,Married,Municipal apartment,FRIDAY,Transport: type 2
105003,Cash loans,M,Y,135000,254700,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Transport: type 4
105004,Cash loans,F,N,90000,242595,Commercial associate,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Trade: type 3
105005,Cash loans,F,N,135000,668304,Commercial associate,Secondary / secondary special,Married,House / apartment,THURSDAY,Medicine
105006,Cash loans,M,Y,270000,450000,Working,Secondary / secondary special,Civil marriage,House / apartment,WEDNESDAY,Self-employed
105007,Cash loans,F,N,81000,239850,Working,Secondary / secondary special,Married,House / apartment,SUNDAY,Industry: type 3
105008,Cash loans,F,Y,157500,521280,Commercial associate,Secondary / secondary special,Married,House / apartment,MONDAY,Business Entity Type 3
105009,Cash loans,F,Y,202500,1732500,Working,Higher education,Married,House / apartment,TUESDAY,Kindergarten
105010,Cash loans,F,N,101250,343377,Pensioner,Secondary / secondary special,Married,House / apartment,WEDNESDAY,XNA
105011,Cash loans,F,N,126000,225000,Pensioner,Higher education,Married,House / apartment,WEDNESDAY,XNA
105012,Cash loans,F,N,540000,906228,Commercial associate,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 3
105014,Cash loans,M,N,115200,161730,Working,Lower secondary,Civil marriage,House / apartment,THURSDAY,Business Entity Type 3
105016,Cash loans,F,Y,202500,331834.5,Working,Higher education,Married,House / apartment,WEDNESDAY,Business Entity Type 1
105017,Cash loans,F,N,135000,257562,Working,Higher education,Married,House / apartment,FRIDAY,Business Entity Type 3
105018,Cash loans,F,Y,225000,313438.5,Working,Secondary / secondary special,Civil marriage,House / apartment,WEDNESDAY,Self-employed
105020,Revolving loans,M,Y,157500,450000,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Business Entity Type 3
105021,Cash loans,F,N,67500,118692,Working,Secondary / secondary special,Married,House / apartment,SUNDAY,Industry: type 1
105022,Cash loans,F,N,85500,315000,Working,Secondary / secondary special,Civil marriage,House / apartment,SATURDAY,Self-employed
105023,Cash loans,F,N,112500,332842.5,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Medicine
105024,Cash loans,F,N,135000,454500,Working,Higher education,Married,House / apartment,WEDNESDAY,Self-employed
105025,Cash loans,F,N,58500,127350,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,SATURDAY,XNA
105026,Cash loans,F,Y,216000,1125000,Working,Higher education,Married,House / apartment,SUNDAY,Self-employed
105028,Cash loans,F,N,90000,450000,Commercial associate,Higher education,Separated,With parents,MONDAY,Other
105029,Cash loans,F,Y,112500,299772,Working,Higher education,Single / not married,House / apartment,WEDNESDAY,Bank
105031,Cash loans,F,N,157500,743031,State servant,Higher education,Married,House / apartment,TUESDAY,School
105032,Cash loans,F,N,81000,659610,Working,Secondary / secondary special,Widow,House / apartment,WEDNESDAY,Housing
105033,Cash loans,M,Y,135000,562491,Commercial associate,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Industry: type 3
105034,Cash loans,F,N,108000,485901,Working,Secondary / secondary special,Civil marriage,House / apartment,FRIDAY,Government
105036,Cash loans,F,N,270000,227520,Pensioner,Secondary / secondary special,Married,House / apartment,MONDAY,XNA
105037,Cash loans,F,N,90000,206280,Pensioner,Secondary / secondary special,Married,House / apartment,WEDNESDAY,XNA
105038,Cash loans,F,Y,180000,1078200,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Kindergarten
105039,Cash loans,F,N,90000,900000,Pensioner,Higher education,Civil marriage,House / apartment,SUNDAY,XNA
105040,Cash loans,M,Y,90000,1078200,Pensioner,Lower secondary,Married,House / apartment,FRIDAY,XNA
105042,Cash loans,F,N,67500,225000,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Kindergarten
105043,Cash loans,M,N,180000,437076,Working,Secondary / secondary special,Single / not married,House / apartment,FRIDAY,Security
105044,Cash loans,F,N,54000,355536,Pensioner,Secondary / secondary special,Married,House / apartment,MONDAY,XNA
105045,Cash loans,M,Y,360000,1682446.5,Commercial associate,Higher education,Civil marriage,House / apartment,FRIDAY,Construction
105046,Revolving loans,M,Y,382500,427500,Commercial associate,Higher education,Married,House / apartment,FRIDAY,Other
105047,Cash loans,F,N,189000,599472,Working,Higher education,Single / not married,Co-op apartment,THURSDAY,Business Entity Type 3
105048,Cash loans,F,N,47700,148365,Pensioner,Secondary / secondary special,Separated,House / apartment,MONDAY,XNA
105049,Cash loans,F,Y,225000,630000,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Trade: type 7
105050,Cash loans,F,N,45000,152820,Pensioner,Lower secondary,Widow,House / apartment,THURSDAY,XNA
105052,Cash loans,M,Y,135000,1288350,Commercial associate,Secondary / secondary special,Married,House / apartment,SATURDAY,Self-employed
105053,Cash loans,F,N,90000,760225.5,Pensioner,Secondary / secondary special,Married,House / apartment,WEDNESDAY,XNA
105054,Cash loans,F,N,112500,1129500,Commercial associate,Secondary / secondary special,Married,House / apartment,TUESDAY,Self-employed
105055,Cash loans,F,N,247500,2250000,Working,Higher education,Married,House / apartment,WEDNESDAY,Industry: type 9
105057,Cash loans,F,N,90000,197820,Commercial associate,Higher education,Married,House / apartment,MONDAY,Trade: type 7
105058,Cash loans,F,N,99000,299250,Working,Higher education,Civil marriage,House / apartment,FRIDAY,Transport: type 4
105059,Cash loans,F,N,112500,815733,Working,Secondary / secondary special,Married,With parents,SATURDAY,Kindergarten
105060,Cash loans,F,N,225000,450000,Commercial associate,Secondary / secondary special,Separated,House / apartment,TUESDAY,Bank
105061,Cash loans,F,N,90000,360000,Commercial associate,Secondary / secondary special,Separated,House / apartment,SATURDAY,Self-employed
105062,Cash loans,F,N,112500,518562,Working,Secondary / secondary special,Single / not married,House / apartment,WEDNESDAY,Medicine
105063,Cash loans,F,N,67500,164182.5,Pensioner,Secondary / secondary special,Married,House / apartment,FRIDAY,XNA
105064,Cash loans,M,Y,171000,592560,Working,Higher education,Married,House / apartment,SUNDAY,Emergency
105065,Cash loans,M,Y,225000,98910,State servant,Secondary / secondary special,Married,Office apartment,SUNDAY,Other
105066,Cash loans,M,Y,112500,341280,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Security
105068,Cash loans,F,N,112500,1130760,Working,Higher education,Married,House / apartment,THURSDAY,Kindergarten
105069,Cash loans,M,Y,135000,422892,State servant,Secondary / secondary special,Single / not married,House / apartment,MONDAY,Business Entity Type 2
105070,Cash loans,F,Y,180000,440784,Commercial associate,Secondary / secondary special,Married,House / apartment,MONDAY,Business Entity Type 3
105073,Cash loans,F,N,90000,1082214,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 3
105075,Cash loans,F,N,112500,719946,Working,Higher education,Single / not married,House / apartment,THURSDAY,School
105076,Cash loans,F,Y,315000,1762110,State servant,Higher education,Married,House / apartment,THURSDAY,Other
105077,Cash loans,F,N,135000,1350000,Commercial associate,Higher education,Married,House / apartment,TUESDAY,Business Entity Type 3
105078,Revolving loans,F,Y,157500,270000,Commercial associate,Higher education,Single / not married,House / apartment,THURSDAY,Business Entity Type 3
105079,Cash loans,F,N,315000,1024740,Working,Higher education,Married,House / apartment,MONDAY,Realtor
105080,Cash loans,M,N,51750,95940,Working,Lower secondary,Married,House / apartment,THURSDAY,Government
105081,Cash loans,M,N,157500,301464,Working,Secondary / secondary special,Single / not married,Rented apartment,MONDAY,Transport: type 3
105082,Cash loans,F,Y,103500,454500,Pensioner,Secondary / secondary special,Married,House / apartment,TUESDAY,XNA
105083,Cash loans,F,N,180000,675000,Pensioner,Secondary / secondary special,Married,House / apartment,SUNDAY,XNA
105084,Cash loans,M,N,108859.5,607500,Commercial associate,Higher education,Single / not married,House / apartment,MONDAY,Trade: type 2
105085,Cash loans,F,N,135000,254700,Pensioner,Secondary / secondary special,Widow,House / apartment,FRIDAY,XNA
105086,Cash loans,F,Y,135000,592560,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Restaurant
105087,Revolving loans,F,Y,121500,270000,Working,Incomplete higher,Married,House / apartment,THURSDAY,Business Entity Type 3
105088,Cash loans,M,Y,81000,63000,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Trade: type 2
105089,Cash loans,F,N,162000,609183,Working,Secondary / secondary special,Widow,House / apartment,FRIDAY,Medicine
105090,Cash loans,F,Y,90000,630000,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Self-employed
105092,Revolving loans,F,N,72000,225000,Working,Secondary / secondary special,Single / not married,House / apartment,FRIDAY,Self-employed
105093,Cash loans,M,Y,135000,675000,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Government
105094,Cash loans,F,Y,225000,390960,Commercial associate,Higher education,Single / not married,House / apartment,THURSDAY,Business Entity Type 3
105095,Cash loans,M,Y,202500,610762.5,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Self-employed
105096,Cash loans,M,Y,130500,675000,Pensioner,Secondary / secondary special,Married,House / apartment,FRIDAY,XNA
105097,Cash loans,F,N,247500,706500,Commercial associate,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 3
105098,Cash loans,F,Y,315000,1493086.5,Working,Secondary / secondary special,Civil marriage,House / apartment,THURSDAY,Trade: type 7
105099,Cash loans,F,Y,180000,1335996,State servant,Secondary / secondary special,Separated,House / apartment,WEDNESDAY,Medicine
105100,Cash loans,F,N,157500,396850.5,State servant,Secondary / secondary special,Single / not married,House / apartment,MONDAY,Medicine
105102,Revolving loans,F,N,202500,337500,Pensioner,Secondary / secondary special,Widow,House / apartment,WEDNESDAY,XNA
105104,Cash loans,F,Y,58500,107820,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Other
105105,Cash loans,F,N,67500,166500,Pensioner,Secondary / secondary special,Widow,House / apartment,TUESDAY,XNA
105106,Cash loans,F,Y,112500,343800,Pensioner,Secondary / secondary special,Married,House / apartment,MONDAY,XNA
105107,Cash loans,F,N,225000,1339884,Commercial associate,Secondary / secondary special,Married,House / apartment,FRIDAY,Business Entity Type 3
105108,Cash loans,F,N,202500,1454094,Pensioner,Secondary / secondary special,Married,House / apartment,SATURDAY,XNA
105109,Cash loans,F,N,202500,460858.5,Working,Secondary / secondary special,Civil marriage,House / apartment,TUESDAY,Business Entity Type 3
105110,Cash loans,F,N,108000,545040,Working,Secondary / secondary special,Single / not married,With parents,FRIDAY,Business Entity Type 3
105111,Cash loans,M,N,270000,1540305,Working,Secondary / secondary special,Single / not married,House / apartment,SATURDAY,Other
105112,Cash loans,M,Y,225000,526500,Working,Higher education,Single / not married,House / apartment,WEDNESDAY,Business Entity Type 3
105113,Cash loans,F,N,252000,906660,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,THURSDAY,XNA
105114,Cash loans,F,N,117000,604152,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 1
105115,Cash loans,F,N,180000,1096020,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Government
105116,Cash loans,F,Y,112500,170640,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Other
105117,Cash loans,M,Y,112500,113760,Working,Secondary / secondary special,Single / not married,House / apartment,THURSDAY,Business Entity Type 1
105118,Cash loans,M,Y,270000,305221.5,Commercial associate,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 2
105119,Cash loans,F,Y,180000,1350000,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 3
105120,Cash loans,M,Y,301500,697500,Working,Secondary / secondary special,Married,House / apartment,SUNDAY,Construction
105121,Cash loans,F,Y,149323.5,152820,Commercial associate,Secondary / secondary special,Married,House / apartment,MONDAY,Business Entity Type 3
105122,Cash loans,F,N,67500,495000,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Government
105123,Cash loans,F,N,225000,159993,Working,Secondary / secondary special,Married,Rented apartment,MONDAY,Business Entity Type 2
105124,Cash loans,F,N,157500,1132573.5,Pensioner,Secondary / secondary special,Widow,House / apartment,WEDNESDAY,XNA
105125,Cash loans,F,N,157500,244584,Commercial associate,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 2
105126,Cash loans,F,Y,166500,314100,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Self-employed
105127,Cash loans,F,N,90000,166500,Working,Incomplete higher,Civil marriage,Rented apartment,SATURDAY,Business Entity Type 3
105128,Cash loans,M,Y,112500,457119,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Security
105129,Cash loans,F,N,162000,454500,Working,Secondary / secondary special,Single / not married,House / apartment,FRIDAY,Trade: type 3
105130,Cash loans,F,N,67500,50940,Working,Incomplete higher,Married,House / apartment,TUESDAY,Trade: type 7
105131,Cash loans,M,Y,270000,755190,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Transport: type 2
105132,Cash loans,M,Y,94500,534141,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Business Entity Type 1
105133,Cash loans,M,N,144000,900000,Pensioner,Higher education,Married,House / apartment,FRIDAY,XNA
105135,Cash loans,F,N,135000,378117,Commercial associate,Secondary / secondary special,Separated,House / apartment,SUNDAY,Self-employed
105136,Cash loans,F,Y,112500,509400,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Business Entity Type 3
105137,Cash loans,M,Y,270000,473760,Pensioner,Secondary / secondary special,Married,House / apartment,SATURDAY,XNA
105138,Cash loans,M,Y,180000,265851,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Self-employed
105140,Cash loans,M,N,202500,550980,Pensioner,Secondary / secondary special,Married,House / apartment,TUESDAY,XNA
105141,Cash loans,M,Y,292500,1006920,State servant,Secondary / secondary special,Married,House / apartment,THURSDAY,Police
105143,Cash loans,F,N,67500,97038,Working,Secondary / secondary special,Widow,House / apartment,FRIDAY,School
105144,Cash loans,F,Y,396000,973503,Commercial associate,Higher education,Separated,House / apartment,FRIDAY,Business Entity Type 3
105145,Cash loans,F,N,112500,234576,Working,Secondary / secondary special,Civil marriage,House / apartment,MONDAY,Self-employed
105147,Cash loans,M,Y,225000,675000,Pensioner,Secondary / secondary special,Married,House / apartment,FRIDAY,XNA
105148,Cash loans,F,Y,220500,697500,Commercial associate,Secondary / secondary special,Married,House / apartment,SUNDAY,Government
105149,Cash loans,F,Y,315000,1552221,Commercial associate,Higher education,Married,House / apartment,TUESDAY,Self-employed
105150,Cash loans,M,Y,180000,269982,Working,Secondary / secondary special,Single / not married,With parents,FRIDAY,Transport: type 4
105151,Cash loans,M,N,261000,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,THURSDAY,Business Entity Type 3
105152,Cash loans,F,N,225000,1800000,State servant,Secondary / secondary special,Married,House / apartment,MONDAY,Medicine
105153,Revolving loans,F,N,135000,180000,Commercial associate,Secondary / secondary special,Single / not married,With parents,MONDAY,Medicine
105154,Cash loans,F,N,153000,450000,Working,Secondary / secondary special,Single / not married,House / apartment,TUESDAY,Restaurant
105155,Cash loans,F,N,157500,297130.5,Working,Secondary / secondary special,Single / not married,With parents,SATURDAY,University
105156,Revolving loans,F,N,54000,225000,Pensioner,Secondary / secondary special,Married,Municipal apartment,MONDAY,XNA
105157,Cash loans,F,N,90000,653328,Commercial associate,Higher education,Married,House / apartment,MONDAY,Advertising
105158,Revolving loans,F,N,90000,270000,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Trade: type 2
105159,Cash loans,F,N,157500,787131,Working,Secondary / secondary special,Single / not married,House / apartment,THURSDAY,Business Entity Type 2
105160,Revolving loans,F,Y,90000,270000,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Agriculture
105161,Cash loans,F,N,176400,921861,Commercial associate,Secondary / secondary special,Married,House / apartment,SUNDAY,Self-employed
105162,Cash loans,F,N,112500,474048,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Postal
105164,Cash loans,F,N,171000,1125000,Commercial associate,Secondary / secondary special,Married,House / apartment,THURSDAY,Self-employed
105165,Revolving loans,F,N,112500,270000,Commercial associate,Higher education,Single / not married,House / apartment,TUESDAY,Business Entity Type 3
105166,Cash loans,F,N,67500,312768,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,FRIDAY,XNA
105167,Cash loans,F,N,99000,900000,Working,Higher education,Married,House / apartment,FRIDAY,Security Ministries
105169,Revolving loans,F,Y,225000,405000,Working,Higher education,Married,House / apartment,SATURDAY,Self-employed
105170,Cash loans,F,N,90000,360000,Pensioner,Secondary / secondary special,Widow,House / apartment,TUESDAY,XNA
105171,Cash loans,F,N,144000,481176,Pensioner,Secondary / secondary special,Married,House / apartment,THURSDAY,XNA
105173,Cash loans,M,Y,225000,1350000,Commercial associate,Higher education,Married,House / apartment,SATURDAY,Construction
105174,Cash loans,F,N,90000,868500,Pensioner,Secondary / secondary special,Married,House / apartment,THURSDAY,XNA
105175,Cash loans,M,N,157500,269550,Working,Secondary / secondary special,Civil marriage,House / apartment,TUESDAY,Business Entity Type 3
105177,Cash loans,M,Y,195750,225000,Commercial associate,Higher education,Married,House / apartment,THURSDAY,Business Entity Type 3
105178,Cash loans,M,Y,180000,225000,Working,Higher education,Single / not married,House / apartment,THURSDAY,Other
105179,Cash loans,F,N,157500,1125000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,THURSDAY,Trade: type 7
105180,Cash loans,M,N,90000,675000,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Other
105181,Cash loans,M,N,135000,487570.5,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Transport: type 2
105182,Cash loans,F,N,166500,397017,State servant,Incomplete higher,Separated,House / apartment,THURSDAY,Security Ministries
105183,Cash loans,M,Y,180000,147888,Working,Higher education,Single / not married,House / apartment,SATURDAY,Business Entity Type 3
105184,Cash loans,F,N,112500,418500,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Self-employed
105185,Cash loans,M,N,157500,450000,Working,Lower secondary,Civil marriage,House / apartment,WEDNESDAY,Industry: type 11
105186,Cash loans,F,N,382500,900000,Working,Higher education,Married,House / apartment,MONDAY,Medicine
105187,Cash loans,F,N,180000,344043,State servant,Higher education,Civil marriage,House / apartment,SUNDAY,Government
105188,Cash loans,F,Y,252000,1288350,State servant,Secondary / secondary special,Married,House / apartment,SATURDAY,Military
105189,Cash loans,M,N,202500,813195,Commercial associate,Higher education,Single / not married,Co-op apartment,WEDNESDAY,Business Entity Type 3
105190,Cash loans,F,N,450000,2250000,Pensioner,Secondary / secondary special,Widow,House / apartment,TUESDAY,XNA
105191,Cash loans,F,Y,270000,1546020,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Business Entity Type 3
105192,Cash loans,M,Y,270000,521280,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Construction
105193,Cash loans,F,N,112500,454500,Working,Higher education,Single / not married,House / apartment,FRIDAY,Trade: type 1
105194,Cash loans,M,N,202500,1078200,Commercial associate,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 3
105198,Revolving loans,F,N,112500,180000,Working,Secondary / secondary special,Separated,House / apartment,MONDAY,Trade: type 7
105199,Cash loans,M,Y,90000,808650,Pensioner,Secondary / secondary special,Married,House / apartment,MONDAY,XNA
105200,Cash loans,M,Y,157500,732834,Working,Secondary / secondary special,Married,Municipal apartment,FRIDAY,Business Entity Type 3
105201,Cash loans,M,N,270000,1350000,Working,Higher education,Married,House / apartment,FRIDAY,Self-employed
105202,Revolving loans,F,N,135000,225000,Pensioner,Lower secondary,Civil marriage,House / apartment,SUNDAY,XNA
105204,Cash loans,F,N,225000,675000,Working,Higher education,Single / not married,House / apartment,WEDNESDAY,Business Entity Type 3
105205,Revolving loans,F,Y,67500,180000,Working,Secondary / secondary special,Married,Rented apartment,THURSDAY,Self-employed
105206,Cash loans,F,N,180000,1065681,State servant,Secondary / secondary special,Married,House / apartment,MONDAY,Kindergarten
105207,Cash loans,M,N,171000,101880,Working,Higher education,Married,House / apartment,FRIDAY,Police
105208,Cash loans,F,N,405000,729000,Commercial associate,Higher education,Married,House / apartment,FRIDAY,Advertising
105209,Cash loans,F,N,90000,508495.5,Working,Secondary / secondary special,Civil marriage,House / apartment,SATURDAY,Services
105210,Cash loans,M,N,112500,397881,Commercial associate,Secondary / secondary special,Separated,House / apartment,TUESDAY,Security
105211,Cash loans,M,Y,171000,1546020,Commercial associate,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Insurance
105212,Cash loans,M,Y,225000,808650,Commercial associate,Higher education,Separated,House / apartment,WEDNESDAY,Legal Services
105213,Cash loans,F,N,112500,148500,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Restaurant
105214,Cash loans,F,N,292500,900000,Working,Higher education,Married,House / apartment,WEDNESDAY,Business Entity Type 3
105215,Cash loans,F,N,112500,700830,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Industry: type 3
105216,Cash loans,F,N,180000,592560,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 3
105217,Cash loans,M,Y,121500,808650,Working,Higher education,Married,House / apartment,SUNDAY,Agriculture
105218,Cash loans,M,Y,157500,229230,Pensioner,Higher education,Single / not married,House / apartment,TUESDAY,XNA
105219,Cash loans,F,N,90000,328405.5,Pensioner,Secondary / secondary special,Single / not married,House / apartment,FRIDAY,XNA
105220,Cash loans,F,N,157500,180000,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Business Entity Type 2
105221,Cash loans,M,Y,607500,1350639,Commercial associate,Higher education,Married,House / apartment,FRIDAY,Business Entity Type 3
105222,Cash loans,M,Y,378000,1506816,Working,Higher education,Separated,Office apartment,TUESDAY,Military
105224,Cash loans,M,Y,315000,724500,Working,Secondary / secondary special,Civil marriage,House / apartment,TUESDAY,Business Entity Type 3
105225,Cash loans,F,N,180000,180000,State servant,Secondary / secondary special,Single / not married,House / apartment,THURSDAY,Other
105226,Cash loans,M,Y,121500,472500,State servant,Higher education,Married,House / apartment,THURSDAY,Security Ministries
105229,Cash loans,F,N,135000,922500,Pensioner,Secondary / secondary special,Civil marriage,With parents,SUNDAY,XNA
105232,Cash loans,M,N,247500,477000,Commercial associate,Secondary / secondary special,Married,House / apartment,SATURDAY,Business Entity Type 3
105233,Cash loans,F,N,225000,1671210,Pensioner,Secondary / secondary special,Married,House / apartment,THURSDAY,XNA
105234,Cash loans,F,Y,117000,450000,Working,Higher education,Married,House / apartment,THURSDAY,Business Entity Type 3
105235,Cash loans,F,N,202500,630000,Working,Higher education,Civil marriage,House / apartment,FRIDAY,Self-employed
105236,Cash loans,M,Y,135000,254700,Working,Secondary / secondary special,Married,House / apartment,SUNDAY,Government
105237,Cash loans,F,N,90000,162000,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 3
105238,Cash loans,F,Y,135000,906615,State servant,Secondary / secondary special,Married,House / apartment,THURSDAY,Kindergarten
105240,Cash loans,F,N,112500,1066608,Commercial associate,Secondary / secondary special,Separated,House / apartment,WEDNESDAY,Business Entity Type 3
105241,Cash loans,M,N,157500,675000,Working,Higher education,Married,House / apartment,TUESDAY,Self-employed
105243,Cash loans,M,Y,202500,1078200,Commercial associate,Higher education,Married,House / apartment,TUESDAY,Construction
105246,Cash loans,M,N,144000,253737,Working,Incomplete higher,Married,House / apartment,MONDAY,Business Entity Type 3
105247,Cash loans,F,N,90000,612612,Working,Secondary / secondary special,Married,Municipal apartment,TUESDAY,Business Entity Type 2
105250,Cash loans,F,N,67500,634482,Working,Secondary / secondary special,Single / not married,House / apartment,THURSDAY,Medicine
105251,Cash loans,M,Y,225000,508495.5,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 3
105252,Cash loans,M,Y,157500,545040,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Self-employed
105253,Cash loans,M,Y,157500,755190,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Business Entity Type 3
105254,Cash loans,M,Y,157500,808650,Working,Lower secondary,Married,House / apartment,SATURDAY,Transport: type 4
105255,Revolving loans,M,Y,180000,540000,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Business Entity Type 3
105256,Cash loans,F,N,315000,651595.5,Working,Higher education,Civil marriage,House / apartment,WEDNESDAY,Transport: type 2
105257,Cash loans,F,N,81000,497520,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Postal
105258,Cash loans,F,N,171000,269550,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Trade: type 7
105259,Cash loans,F,N,121500,521280,Working,Secondary / secondary special,Separated,Municipal apartment,SATURDAY,Medicine
105260,Cash loans,F,Y,40500,490536,Working,Secondary / secondary special,Married,House / apartment,SUNDAY,Self-employed
105261,Cash loans,F,N,135000,900000,Pensioner,Secondary / secondary special,Widow,House / apartment,SATURDAY,XNA
105262,Revolving loans,F,Y,225000,157500,Working,Higher education,Married,With parents,WEDNESDAY,Business Entity Type 3
105263,Cash loans,M,Y,157500,640080,Working,Higher education,Single / not married,House / apartment,MONDAY,Agriculture
105264,Cash loans,F,N,112500,1113133.5,State servant,Higher education,Married,House / apartment,THURSDAY,School
105265,Cash loans,M,N,112500,712944,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,FRIDAY,Self-employed
105267,Revolving loans,F,N,117000,180000,Pensioner,Secondary / secondary special,Married,House / apartment,SUNDAY,XNA
105268,Cash loans,M,Y,337500,495000,Commercial associate,Secondary / secondary special,Married,House / apartment,SATURDAY,Business Entity Type 3
105269,Cash loans,F,N,135000,450000,Commercial associate,Secondary / secondary special,Married,House / apartment,FRIDAY,Self-employed
105270,Revolving loans,F,Y,342000,900000,Working,Higher education,Married,House / apartment,MONDAY,Business Entity Type 3
105272,Cash loans,F,Y,117000,679500,Working,Secondary / secondary special,Married,House / apartment,SUNDAY,Business Entity Type 3
105273,Cash loans,F,N,135000,675000,Working,Secondary / secondary special,Civil marriage,House / apartment,TUESDAY,Business Entity Type 3
105274,Cash loans,M,Y,360000,1108269,Commercial associate,Higher education,Married,House / apartment,THURSDAY,Construction
105275,Cash loans,F,N,135000,603000,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Business Entity Type 3
105277,Cash loans,F,N,49500,225000,Pensioner,Secondary / secondary special,Widow,House / apartment,MONDAY,XNA
105278,Cash loans,F,N,112500,1042560,Working,Secondary / secondary special,Married,Municipal apartment,SATURDAY,Business Entity Type 3
105279,Cash loans,F,N,157500,202500,State servant,Higher education,Single / not married,House / apartment,MONDAY,Other
105280,Cash loans,M,N,112500,264888,Commercial associate,Higher education,Married,House / apartment,TUESDAY,Business Entity Type 3
105281,Cash loans,F,N,126000,343377,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Self-employed
105283,Cash loans,M,N,292500,417024,Commercial associate,Higher education,Married,House / apartment,TUESDAY,Housing
105284,Cash loans,F,N,54000,810000,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Government
105285,Cash loans,M,N,225000,508495.5,State servant,Secondary / secondary special,Separated,House / apartment,SUNDAY,Business Entity Type 3
105286,Cash loans,F,N,450000,675000,Working,Secondary / secondary special,Civil marriage,House / apartment,MONDAY,Self-employed
105287,Cash loans,F,Y,337500,1046142,Pensioner,Secondary / secondary special,Married,House / apartment,MONDAY,XNA
105288,Cash loans,M,N,225000,313438.5,Commercial associate,Higher education,Single / not married,House / apartment,THURSDAY,Industry: type 1
